wife_age,wife_education,husband_education,number,wife_religion,wife_working,husband_occupation,standard,media_exposure,label
0.6666666666666667,1,2,0.0625,1,1,2,4,1,1
0.606060606060606,2,3,0.3125,1,1,2,3,0,1
0.303030303030303,3,4,0.125,1,1,3,3,0,1
0.12121212121212124,2,3,0.0625,0,1,3,2,0,1
0.8484848484848486,2,1,0.1875,1,0,3,2,0,1
0.4545454545454546,3,4,0.125,1,1,1,2,1,1
0.8787878787878789,4,4,0.0625,1,1,1,3,0,1
0.606060606060606,2,3,0.125,1,1,3,2,1,1
0.8181818181818181,1,3,0.125,1,0,2,2,1,1
0.2727272727272727,3,4,0.0,1,1,1,3,0,1
0.9696969696969696,3,4,0.1875,1,1,3,1,0,1
0.4242424242424243,4,4,0.0,0,0,1,3,0,1
0.9696969696969696,1,2,0.5,1,1,3,1,0,1
0.3636363636363637,3,4,0.0625,1,1,3,1,1,1
0.303030303030303,4,4,0.0625,1,1,1,3,0,1
0.303030303030303,3,3,0.1875,1,0,2,4,0,1
0.2424242424242425,4,4,0.125,1,1,3,3,0,1
0.1515151515151515,3,3,0.125,1,1,2,2,0,1
0.4242424242424243,4,4,0.125,0,1,3,1,0,1
0.12121212121212124,4,4,0.0625,1,1,1,4,0,1
0.5151515151515151,4,4,0.125,1,1,1,3,0,1
0.4242424242424243,4,4,0.0,0,0,3,3,0,1
0.9393939393939394,4,4,0.0625,1,0,1,3,0,1
0.5757575757575757,4,4,0.125,0,1,3,3,0,1
0.4242424242424243,2,4,0.125,1,1,3,4,0,1
0.5151515151515151,4,4,0.1875,1,1,1,4,0,1
0.8787878787878789,4,4,0.25,1,1,2,3,0,1
0.7575757575757576,4,4,0.125,1,1,1,4,0,1
0.4848484848484849,4,4,0.0625,1,0,1,3,0,1
0.8181818181818181,4,4,0.3125,1,1,1,4,0,1
0.8484848484848486,4,4,0.1875,1,1,2,4,0,1
0.1515151515151515,1,3,0.25,1,1,3,2,0,1
0.8484848484848486,3,4,0.125,1,1,1,4,1,1
0.21212121212121213,4,4,0.125,1,1,2,4,0,1
0.9393939393939394,1,2,0.25,1,1,2,2,0,1
0.9393939393939394,1,1,0.4375,1,1,2,3,1,1
0.5757575757575757,4,4,0.125,1,0,2,4,0,1
0.4848484848484849,2,4,0.25,1,1,3,2,0,1
0.8787878787878789,1,4,0.3125,1,1,1,2,1,1
0.18181818181818188,2,2,0.125,1,1,3,1,0,1
0.21212121212121213,1,1,0.1875,1,1,2,1,1,1
0.4242424242424243,4,4,0.0,1,0,1,4,0,1
0.8484848484848486,1,3,0.0,1,1,2,3,0,1
0.7272727272727273,3,3,0.0625,1,0,3,3,0,1
0.5454545454545454,4,4,0.25,1,1,2,3,0,1
0.6363636363636365,3,4,0.0625,1,1,2,4,0,1
1.0,3,4,0.3125,1,1,1,4,0,1
0.303030303030303,4,4,0.0625,1,1,1,4,0,1
0.18181818181818188,4,4,0.0,1,1,2,4,0,1
0.12121212121212124,3,4,0.0,1,0,2,4,0,1
0.9393939393939394,4,4,0.25,1,1,1,4,0,1
1.0,2,2,0.5,1,0,3,1,0,1
0.18181818181818188,2,4,0.0625,1,1,2,4,0,1
0.18181818181818188,3,3,0.125,1,1,3,4,0,1
0.2727272727272727,3,2,0.125,1,1,3,2,0,1
0.4848484848484849,2,4,0.0,1,0,3,4,0,1
0.3636363636363637,4,4,0.0,0,1,1,3,0,1
0.4242424242424243,2,4,0.25,1,0,1,4,0,1
0.8787878787878789,2,4,0.125,1,0,2,4,0,1
1.0,2,1,0.625,1,0,2,4,0,1
0.5454545454545454,4,4,0.125,1,0,1,4,0,1
0.2727272727272727,2,4,0.0625,1,1,2,2,0,1
0.7878787878787878,1,3,0.75,1,1,3,3,0,1
0.9696969696969696,2,1,0.1875,1,0,4,3,0,1
0.5757575757575757,3,4,0.3125,1,0,2,2,0,1
0.5151515151515151,2,3,0.0625,1,1,3,4,0,1
0.12121212121212124,2,4,0.0,1,1,3,2,0,1
0.606060606060606,2,3,0.25,1,1,3,1,1,1
0.09090909090909094,3,3,0.125,1,1,3,2,0,1
0.33333333333333337,3,2,0.1875,1,1,3,2,0,1
0.4242424242424243,1,2,0.25,1,1,4,1,0,1
0.4545454545454546,3,4,0.1875,1,0,3,2,0,1
0.8484848484848486,1,1,0.6875,1,1,4,1,1,1
0.2424242424242425,3,3,0.125,1,1,3,3,0,1
0.06060606060606055,3,4,0.0,1,0,3,1,0,1
0.8787878787878789,1,2,0.375,1,1,3,3,1,1
0.2727272727272727,2,2,0.1875,1,0,3,1,0,1
0.606060606060606,3,4,0.375,1,1,2,4,0,1
0.4242424242424243,1,1,0.3125,1,1,2,2,0,1
0.4848484848484849,2,4,0.125,1,1,3,3,0,1
0.7878787878787878,1,4,0.6875,0,1,2,2,1,1
0.18181818181818188,2,4,0.0,1,1,3,3,0,1
0.606060606060606,2,4,0.125,1,0,2,4,0,1
0.33333333333333337,2,3,0.125,1,1,3,3,0,1
0.7272727272727273,3,4,0.0625,1,1,1,2,0,1
0.18181818181818188,2,3,0.125,1,1,3,1,0,1
0.303030303030303,2,4,0.0,1,1,3,1,0,1
0.4545454545454546,3,4,0.0,1,0,2,3,0,1
0.4848484848484849,4,4,0.0625,1,1,1,4,0,1
0.5454545454545454,2,3,0.1875,1,0,3,2,0,1
0.7272727272727273,3,3,0.0625,0,1,3,4,0,1
0.8787878787878789,1,2,0.0625,1,0,3,3,0,1
0.303030303030303,3,4,0.1875,1,1,3,2,0,1
0.9696969696969696,1,3,0.3125,1,1,3,2,0,1
0.8181818181818181,1,3,0.5,1,1,3,1,0,1
0.33333333333333337,3,4,0.125,1,0,2,2,0,1
0.7878787878787878,3,2,0.0625,1,1,3,3,0,1
0.5454545454545454,3,2,0.5,1,0,2,3,1,1
0.4848484848484849,3,2,0.25,1,1,2,2,1,1
0.4545454545454546,3,3,0.125,1,0,2,3,0,1
0.18181818181818188,2,3,0.0625,1,1,3,3,0,1
0.33333333333333337,3,4,0.0,1,1,3,3,0,1
0.6363636363636365,1,2,0.125,1,1,2,2,1,1
0.18181818181818188,1,2,0.0,1,1,2,4,0,1
0.9393939393939394,4,4,0.25,1,1,1,4,0,1
0.4848484848484849,4,4,0.25,1,0,1,3,0,1
0.6363636363636365,3,3,0.125,1,1,1,4,0,1
0.8787878787878789,1,3,0.0625,1,1,2,3,1,1
0.9393939393939394,1,4,0.5,1,1,3,3,0,1
0.3636363636363637,3,4,0.0,1,1,3,2,0,1
0.9696969696969696,1,3,0.25,1,1,3,4,1,1
0.303030303030303,2,4,0.0625,1,1,1,3,0,1
0.1515151515151515,3,4,0.0,1,0,3,1,0,1
0.12121212121212124,2,3,0.0625,1,1,2,4,0,1
0.696969696969697,1,1,0.3125,1,0,3,1,1,1
0.33333333333333337,2,3,0.0625,1,0,3,4,0,1
0.6363636363636365,2,3,0.3125,1,0,3,2,0,1
0.2424242424242425,4,4,0.0625,1,1,3,3,0,1
0.696969696969697,3,3,0.375,1,1,3,3,0,1
0.12121212121212124,3,3,0.0625,1,1,2,3,0,1
0.09090909090909094,3,4,0.0625,1,1,2,3,0,1
0.7272727272727273,3,3,0.25,1,1,2,2,0,1
0.7575757575757576,1,4,0.25,1,1,3,3,0,1
0.18181818181818188,4,4,0.125,1,1,1,3,0,1
0.4848484848484849,3,4,0.25,1,1,1,4,0,1
0.5454545454545454,4,4,0.125,0,1,1,4,0,1
0.5454545454545454,4,4,0.125,1,0,1,3,0,1
0.21212121212121213,4,4,0.125,1,1,1,4,0,1
0.33333333333333337,4,4,0.0625,1,1,1,2,0,1
0.9090909090909092,3,2,0.6875,1,0,2,2,1,1
0.5454545454545454,4,4,0.1875,0,1,1,2,0,1
0.5151515151515151,4,4,0.3125,1,1,3,3,0,1
0.2727272727272727,3,3,0.0625,1,1,3,2,0,1
0.303030303030303,4,4,0.0625,1,0,1,4,0,1
0.9696969696969696,1,3,0.25,1,1,3,3,1,1
0.606060606060606,4,4,0.125,1,1,3,3,0,1
0.6666666666666667,3,4,0.125,0,1,2,4,0,1
0.8484848484848486,1,2,0.4375,1,1,3,4,0,1
0.8484848484848486,2,2,0.0625,1,0,3,2,0,1
0.696969696969697,3,3,0.0625,0,1,3,4,0,1
0.9393939393939394,1,2,0.4375,1,0,3,2,0,1
0.8181818181818181,1,3,0.3125,1,0,3,2,0,1
0.3939393939393939,3,3,0.1875,1,0,2,4,0,1
0.18181818181818188,3,3,0.0,1,1,2,2,0,1
0.4545454545454546,2,4,0.3125,1,1,3,2,0,1
0.18181818181818188,4,4,0.0,1,1,1,3,0,1
0.8787878787878789,3,4,0.375,1,1,2,4,0,1
0.7878787878787878,3,4,0.625,1,0,3,2,0,1
0.6666666666666667,3,3,0.4375,1,1,3,1,0,1
0.9393939393939394,1,1,0.375,1,0,3,1,0,1
0.4242424242424243,4,4,0.125,1,1,1,4,0,1
0.3636363636363637,3,4,0.0625,1,1,3,4,0,1
0.2727272727272727,3,4,0.0625,1,1,2,1,0,1
1.0,2,4,0.375,0,1,2,3,0,1
0.21212121212121213,3,4,0.125,1,0,2,3,0,1
0.5757575757575757,3,4,0.0625,0,1,2,3,0,1
0.9393939393939394,2,1,0.3125,0,1,2,4,0,1
0.5757575757575757,2,3,0.0,1,1,2,4,0,1
0.8484848484848486,3,4,0.375,1,1,3,4,0,1
0.9696969696969696,4,4,0.1875,1,1,2,4,0,1
0.8181818181818181,2,3,0.375,1,0,3,3,0,1
0.1515151515151515,2,4,0.125,1,1,3,1,0,1
0.18181818181818188,4,4,0.0,1,1,1,4,0,1
0.7575757575757576,3,3,0.3125,1,1,3,4,0,1
0.3939393939393939,2,4,0.125,1,0,4,4,1,1
0.8484848484848486,4,4,0.3125,0,1,2,4,0,1
0.18181818181818188,4,4,0.0,1,0,1,4,0,1
0.21212121212121213,2,4,0.25,1,1,3,3,0,1
0.18181818181818188,2,1,0.0,1,1,3,2,0,1
0.5757575757575757,1,3,0.0,1,1,2,2,1,1
0.2424242424242425,4,4,0.0625,1,1,2,2,0,1
0.606060606060606,4,4,0.25,1,1,1,4,0,1
0.9393939393939394,1,2,0.125,1,1,2,4,0,1
0.7272727272727273,4,4,0.1875,1,1,3,4,0,1
0.3939393939393939,4,4,0.0625,1,1,1,3,0,1
1.0,3,4,0.375,1,1,1,4,0,1
1.0,3,4,0.5625,1,1,1,4,0,1
0.9393939393939394,4,4,0.125,1,1,1,4,0,1
0.3636363636363637,4,4,0.1875,0,1,1,4,0,1
0.303030303030303,4,4,0.0625,1,1,1,4,0,1
0.3939393939393939,1,2,0.4375,1,1,2,4,0,1
0.3939393939393939,4,2,0.0,1,0,2,2,0,1
0.2727272727272727,3,3,0.0625,1,1,3,4,0,1
0.2424242424242425,2,4,0.125,1,1,3,4,0,1
0.21212121212121213,4,4,0.0625,1,0,2,4,0,1
0.21212121212121213,4,4,0.125,1,0,3,3,0,1
0.8484848484848486,1,2,0.125,1,1,2,4,0,1
0.696969696969697,3,4,0.375,1,1,1,4,0,1
0.1515151515151515,3,3,0.0,1,1,2,2,0,1
0.18181818181818188,3,4,0.125,1,1,2,3,0,1
0.9393939393939394,3,4,0.1875,1,1,2,3,0,1
0.606060606060606,3,3,0.125,1,0,2,4,0,1
0.2727272727272727,1,4,0.125,1,0,3,3,1,1
0.7272727272727273,4,4,0.125,1,1,3,4,0,1
0.606060606060606,2,2,0.0,0,0,3,3,0,1
0.6363636363636365,2,3,0.3125,0,0,2,4,0,1
0.3636363636363637,1,4,0.125,1,0,2,3,0,1
0.4242424242424243,3,3,0.3125,1,0,3,4,0,1
0.0,3,4,0.0625,1,1,3,3,0,1
0.4848484848484849,2,3,0.25,0,1,2,4,0,1
0.7272727272727273,4,4,0.1875,0,1,3,4,0,1
0.7272727272727273,1,1,0.125,1,0,3,4,0,1
0.8787878787878789,3,4,0.125,0,1,1,4,0,1
0.1515151515151515,1,3,0.0,1,0,3,4,1,1
0.3636363636363637,4,4,0.0625,0,1,1,3,0,1
0.2727272727272727,4,4,0.0625,0,1,2,3,0,1
0.8484848484848486,1,3,0.25,1,1,3,3,1,1
0.5757575757575757,4,4,0.125,0,1,3,4,0,1
1.0,4,4,0.25,1,1,3,4,0,1
0.696969696969697,3,4,0.0625,0,1,3,4,0,1
0.4848484848484849,3,4,0.0625,0,1,2,4,0,1
0.5757575757575757,1,2,0.0,1,0,4,4,0,1
0.1515151515151515,1,2,0.0625,1,0,3,4,0,1
0.9393939393939394,4,4,0.0625,0,1,1,4,0,1
0.33333333333333337,4,4,0.0625,0,1,3,4,0,1
0.4545454545454546,2,2,0.5,1,1,2,2,1,1
0.5454545454545454,4,3,0.0,0,0,3,3,0,1
0.4242424242424243,4,4,0.1875,1,0,2,4,0,1
0.2727272727272727,4,4,0.0,1,0,2,4,0,1
0.3636363636363637,3,4,0.1875,1,1,2,1,0,1
0.4242424242424243,2,3,0.25,1,0,3,2,0,1
0.7878787878787878,3,3,0.5,1,1,4,3,0,1
0.21212121212121213,4,4,0.0,0,1,2,4,0,1
0.8787878787878789,3,4,0.1875,0,1,3,4,0,1
0.1515151515151515,4,4,0.0625,1,1,3,3,0,1
0.3636363636363637,4,4,0.0625,0,1,2,4,0,1
0.5151515151515151,4,4,0.0625,0,0,3,4,0,1
0.4848484848484849,1,2,0.25,1,1,3,2,1,1
0.2727272727272727,2,2,0.1875,1,1,3,3,0,1
0.2727272727272727,3,3,0.0625,1,1,3,1,0,1
0.09090909090909094,2,2,0.125,1,1,3,1,0,1
0.7272727272727273,1,2,0.375,1,1,3,1,1,1
0.2424242424242425,2,2,0.125,1,1,3,1,1,1
0.4848484848484849,2,2,0.0625,1,1,2,1,0,1
0.5757575757575757,2,3,0.5,1,1,3,2,0,1
0.33333333333333337,2,2,0.0625,1,0,3,2,1,1
0.21212121212121213,2,4,0.125,1,1,1,4,0,1
0.18181818181818188,2,4,0.25,1,1,3,4,0,1
1.0,2,3,0.0,1,1,1,2,0,1
0.2727272727272727,2,3,0.0,1,1,2,4,0,1
0.06060606060606055,3,4,0.0625,1,1,3,1,0,1
0.8181818181818181,3,3,0.25,1,1,2,4,0,1
0.6363636363636365,1,3,0.0,1,1,3,4,0,1
0.4242424242424243,2,3,0.125,1,0,2,4,0,1
0.3939393939393939,3,2,0.0,1,1,2,2,0,1
0.12121212121212124,2,3,0.1875,1,1,3,4,0,1
0.7878787878787878,3,3,0.1875,1,0,2,4,0,1
0.21212121212121213,4,4,0.0625,1,1,2,3,0,1
0.5454545454545454,2,3,0.4375,1,0,3,3,0,1
0.21212121212121213,3,3,0.375,1,1,3,3,0,1
0.6666666666666667,3,3,0.3125,1,1,1,4,0,1
0.6363636363636365,2,3,0.25,1,1,2,3,0,1
0.03030303030303028,2,3,0.0625,1,1,3,2,0,1
0.696969696969697,3,4,0.1875,1,1,1,4,0,1
1.0,1,3,0.0,1,1,3,3,1,1
0.21212121212121213,3,3,0.125,1,1,2,2,0,1
0.7272727272727273,3,3,0.1875,1,1,2,2,1,1
0.4848484848484849,2,4,0.3125,1,1,2,3,0,1
0.06060606060606055,2,3,0.0625,1,1,2,3,0,1
0.9090909090909092,1,2,0.5,1,1,3,3,1,1
0.6363636363636365,3,3,0.375,1,1,2,2,0,1
0.6666666666666667,2,4,0.3125,0,1,2,2,0,1
0.6363636363636365,2,3,0.125,0,0,3,3,0,1
0.2727272727272727,2,3,0.0625,1,0,2,1,0,1
0.6666666666666667,2,4,0.3125,1,1,3,3,0,1
0.696969696969697,4,4,0.125,1,0,1,4,0,1
0.8484848484848486,4,4,0.1875,1,0,1,4,1,1
0.09090909090909094,4,4,0.0,0,1,3,4,0,1
0.3636363636363637,2,4,0.0625,1,0,3,4,0,1
0.12121212121212124,2,3,0.0625,1,1,3,4,0,1
0.5151515151515151,4,4,0.0,1,0,3,3,0,1
0.5151515151515151,4,4,0.3125,1,1,3,4,0,1
0.9393939393939394,1,4,0.375,1,1,1,4,0,1
0.2727272727272727,3,3,0.0,1,1,3,4,0,1
0.3939393939393939,4,4,0.0,1,0,2,4,0,1
0.6363636363636365,4,4,0.125,0,1,1,4,0,1
1.0,1,3,0.375,1,1,2,4,0,1
0.9696969696969696,1,1,0.5,1,0,2,2,1,1
0.09090909090909094,2,2,0.0,1,1,2,2,0,1
0.9090909090909092,1,2,0.1875,1,1,2,1,1,1
0.696969696969697,1,2,0.125,1,1,3,1,1,1
0.4242424242424243,3,4,0.3125,1,1,1,4,0,1
0.7272727272727273,2,2,0.5,1,1,2,2,0,1
0.8181818181818181,1,2,0.0625,1,1,3,4,1,1
0.3939393939393939,3,4,0.25,1,0,1,3,0,1
0.21212121212121213,3,3,0.125,1,1,3,3,0,1
0.2424242424242425,2,2,0.1875,1,1,2,4,0,1
0.9393939393939394,3,3,0.125,1,1,2,4,0,1
0.5757575757575757,3,3,0.125,1,0,2,2,0,1
0.09090909090909094,3,3,0.0625,1,1,2,4,0,1
0.8787878787878789,2,3,0.25,1,0,2,4,0,1
0.7878787878787878,2,4,0.125,1,1,3,4,0,1
0.9393939393939394,1,1,0.0625,1,1,3,4,0,1
0.2727272727272727,2,2,0.125,1,1,3,1,0,1
0.12121212121212124,2,3,0.1875,1,1,3,4,0,1
0.5151515151515151,3,3,0.375,1,1,3,4,0,2
0.9090909090909092,4,3,0.3125,1,1,1,4,0,2
0.5757575757575757,4,4,0.25,1,1,1,4,0,2
0.303030303030303,4,4,0.125,1,0,1,4,0,2
0.606060606060606,3,3,0.3125,1,0,1,3,0,2
0.6363636363636365,3,4,0.1875,1,1,1,3,0,2
0.8484848484848486,2,4,0.25,1,1,3,3,0,2
0.4848484848484849,4,4,0.125,1,1,1,4,0,2
0.2727272727272727,2,4,0.375,1,1,3,4,0,2
0.7878787878787878,2,3,0.4375,1,1,3,4,0,2
0.4242424242424243,4,4,0.125,0,0,1,4,0,2
0.696969696969697,4,4,0.25,1,1,1,4,0,2
0.303030303030303,1,1,0.125,1,1,3,4,0,2
0.4242424242424243,2,4,0.1875,1,1,3,4,0,2
0.6666666666666667,4,4,0.25,0,0,1,2,0,2
0.21212121212121213,4,4,0.0625,1,1,1,2,0,2
0.06060606060606055,3,4,0.0625,1,1,3,4,0,2
0.2727272727272727,3,4,0.1875,1,1,2,3,0,2
0.6363636363636365,4,4,0.125,1,0,3,3,0,2
0.12121212121212124,3,4,0.0625,1,1,3,2,0,2
0.8787878787878789,4,4,0.4375,1,1,1,4,0,2
0.3636363636363637,2,1,0.125,1,0,3,3,0,2
0.5151515151515151,2,2,0.1875,1,1,2,3,0,2
0.3636363636363637,2,3,0.125,1,1,3,3,0,2
0.4242424242424243,2,4,0.0625,1,0,3,4,0,2
0.4848484848484849,4,4,0.25,1,1,2,4,0,2
0.9696969696969696,4,3,0.4375,1,0,2,4,0,2
0.9090909090909092,4,4,0.125,1,0,1,4,0,2
0.4848484848484849,4,4,0.125,0,0,1,4,0,2
1.0,4,4,0.625,1,1,1,4,0,2
0.5151515151515151,2,2,0.375,1,0,3,4,0,2
0.696969696969697,4,4,0.1875,1,1,1,4,0,2
0.5757575757575757,4,4,0.3125,0,0,1,4,0,2
0.606060606060606,4,4,0.1875,0,1,1,3,0,2
0.12121212121212124,3,4,0.0625,1,1,2,4,0,2
0.21212121212121213,4,4,0.0625,1,1,3,4,0,2
0.303030303030303,2,4,0.125,1,1,1,3,0,2
0.2727272727272727,3,3,0.0625,1,1,3,1,0,2
0.4545454545454546,4,4,0.0625,1,1,1,4,0,2
0.606060606060606,4,4,0.125,1,1,2,4,0,2
0.4848484848484849,3,3,0.125,1,0,3,4,0,2
0.606060606060606,4,4,0.1875,1,1,1,4,0,2
0.7272727272727273,4,4,0.1875,1,1,1,4,0,2
0.9090909090909092,4,4,0.25,1,1,1,4,0,2
0.7878787878787878,4,4,0.5,0,1,1,4,0,2
0.696969696969697,4,4,0.25,1,0,1,4,0,2
0.5454545454545454,4,4,0.125,1,1,1,4,0,2
0.606060606060606,4,4,0.1875,1,1,1,4,0,2
0.6363636363636365,4,4,0.1875,1,1,1,4,0,2
0.606060606060606,4,4,0.25,0,1,1,4,0,2
0.6666666666666667,4,4,0.125,1,1,1,4,0,2
0.33333333333333337,3,3,0.0625,0,0,2,4,0,2
0.6363636363636365,4,3,0.5,1,1,1,4,0,2
0.2424242424242425,1,4,0.0625,1,0,4,2,1,2
0.7878787878787878,2,4,0.5,1,1,1,4,0,2
0.4545454545454546,4,4,0.1875,0,0,4,4,0,2
0.5454545454545454,2,3,0.125,1,1,3,3,0,2
0.5454545454545454,4,4,0.25,1,1,3,3,0,2
0.606060606060606,4,4,0.25,0,0,1,4,0,2
0.9393939393939394,4,4,0.5,1,1,1,4,0,2
0.5454545454545454,4,4,0.1875,1,1,1,4,0,2
